,0,1,2,3,4,5,6,7,8,9
Bare_Minimum,0.09421256929636002,0.11001378297805786,0.11629931628704071,0.11513087898492813,0.10081668943166733,0.1242251917719841,0.11732304841279984,0.10883966088294983,0.09387173503637314,0.10445161908864975
