,0,1,2,3,4,5,6,7,8,9
Training_Board_13f,0.08203151077032089,0.07568368315696716,0.04345707595348358,0.08203132450580597,0.11669921875,0.08203127235174179,0.0434570349752903,0.0810547024011612,0.043457165360450745,0.0820312649011612
Training_Board_10,4.925929715682287e-06,4.959450961905532e-06,4.9831505748443305e-06,4.968592293153051e-06,4.946308763464913e-06,4.9975697038462386e-06,4.905862169835018e-06,4.945548425894231e-06,4.9716877583705354e-06,4.939431619277457e-06
Training_Board_Ones,0.0029296875
Training_Board_Ones,0.0009765625
Training_Board_Ones,0.0009765625
Training_Board_15,0.015625
Training_Board_13g,0.156982421875
Training_Board_13g,0.0981445387005806
Training_Board_13g,0.09765644371509552
Training_Board_13g,0.09814488887786865
Training_Board_13g,0.10546882450580597
Training_Board_13g,0.10009773075580597
Training_Board_13g,0.09423846006393433
Training_Board_13g,0.10009765625
Training_Board_13g,0.09472668170928955
Training_Board_13g,0.08691410720348358
Training_Board_13g,0.08642598986625671
Training_Board_13g,0.08593765646219254
Training_Board_13g,0.08642864972352982
Training_Board_13g,4.998945769330021e-06
Training_Board_13g,4.998945769330021e-06,4.975535830453737e-06,0.0927734375,4.998374606657308e-06,4.981968686479377e-06,4.956882094120374e-06,4.958063982485328e-06,4.970605459675426e-06,4.989801709598396e-06,4.99054749525385e-06,0.09521566331386566,4.974742751073791e-06,4.964321306033526e-06,4.981431175110629e-06,4.96010670758551e-06,4.959900252288207e-06,0.09277498722076416,0.09228530526161194,4.957035343977623e-06,4.937366611557081e-06,4.971322596247774e-06,4.994286427972838e-06,0.09228521585464478,4.981507117918227e-06,4.95044696435798e-06,4.9895670599653386e-06,0.09277352690696716,4.975892807124183e-06,4.999625161872245e-06,4.981883648724761e-06,4.971690941601992e-06,4.99262023367919e-06,4.989321041648509e-06,0.09228523075580597,4.982701739209006e-06,4.9513728299643844e-06,4.979890036338475e-06,4.967530912836082e-06,4.958485078532249e-06,4.9848090384330135e-06,4.996265033696545e-06,4.97973360324977e-06,4.999038992536953e-06,4.980553512723418e-06,0.09521498531103134,0.0927734375,4.982691734767286e-06,4.9965246944339015e-06,4.982851805834798e-06,0.0927734375,4.974917374056531e-06,4.972239366907161e-06,4.999747943656985e-06,4.9825657697510906e-06,0.09277436882257462,4.972179340256844e-06,4.992658887204016e-06,4.973668637830997e-06,4.9525137910677586e-06,4.9564232540433295e-06,4.956750672135968e-06,4.9943055273615755e-06,4.958737918059342e-06,4.9722802941687405e-06,4.984466158930445e-06,0.09521488845348358,4.993320999346906e-06,4.994347364117857e-06,0.20947271585464478,0.09228522330522537,4.967027962266002e-06,4.958651516062673e-06,4.949311460222816e-06,4.96120446769055e-06,4.971677299181465e-06,4.966946562490193e-06,4.998712029191665e-06,4.973156137566548e-06,4.976468062523054e-06,4.979548521077959e-06,4.957770215696655e-06,0.15307624638080597,4.955099484504899e-06,4.97170549351722e-06,4.94795403938042e-06,4.9923428377951495e-06,4.985336090612691e-06,4.980161975254305e-06,4.96569828101201e-06,4.992800313630141e-06,4.984910901839612e-06,4.946364242641721e-06,4.953809366270434e-06,4.970049758412642e-06,4.99193765790551e-06,4.962997991242446e-06,4.9689438128552865e-06,4.988246928405715e-06,0.09228523820638657,4.975463980372297e-06
Training_Board_13g2,4.9508157644595485e-06,4.975654519512318e-06,4.987545707990648e-06,4.981503934686771e-06,4.962936600350076e-06,4.956436441716505e-06,4.963519131706562e-06,4.976357104169438e-06,4.984862243873067e-06,4.9705658966558985e-06
Training_Board_13g,4.998945769330021e-06,4.975535830453737e-06,0.0927734375,4.998374606657308e-06,4.981968686479377e-06,4.956882094120374e-06,4.958063982485328e-06,4.970605459675426e-06,4.989801709598396e-06,4.99054749525385e-06
13g3,4.947491106577218e-06,4.963744686392602e-06,4.997979885956738e-06,4.983164217264857e-06,4.9567715905141085e-06,4.96610891786986e-06,4.944149623042904e-06,4.9694162953528576e-06,4.986461135558784e-06,4.9858181228046305e-06
13g3,4.96669872518396e-06,4.9758532441046555e-06,4.959322268405231e-06,4.990308752894634e-06,4.974130206392147e-06,4.9657796807878185e-06,4.98727467856952e-06,4.9906766435015015e-06,4.997793439542875e-06,4.982034624845255e-06
