,0,1,2,3,4,5,6,7,8,9
Shrink,0.08974362164735794,0.06419272720813751,0.07051282376050949,0.0772010087966919,0.04487180709838867,0.07051316648721695,0.09615384787321091,4.96671418659389e-06,4.967819677403895e-06,0.057692356407642365
