,0,1,2,3,4,5,6,7,8,9
Training_Board_13f,4.977747266821098e-06,0.08564846962690353,4.950292350258678e-06,4.906783942715265e-06,4.8852089093998075e-06,0.09410998225212097,4.911828455078648e-06,4.85644159198273e-06,4.922765128867468e-06,4.994419214199297e-06
Training_Board_13g,4.877945229964098e-06,0.14652125537395477,4.272011210559867e-06,4.842926500714384e-06,4.884233931079507e-06,0.1487719714641571,4.897155122307595e-06,4.4546250137500465e-06,0.1671944111585617,4.679763151216321e-06,4.657450972445076e-06,4.678599452745402e-06,4.4411272028810345e-06,4.814285603060853e-06,4.74516400572611e-06,4.860136868956033e-06,4.104617346456507e-06,4.293566234991886e-06,4.8421834435430355e-06,3.8055084132793127e-06,4.985901796317194e-06,0.16672088205814362,4.876226739725098e-06,3.940495844290126e-06,4.953854386258172e-06,4.4125090425950475e-06,4.860647095483728e-06,4.8788801905175205e-06,4.73068712381064e-06,4.6001705413800664e-06,4.768264261656441e-06,4.8322144721169025e-06,0.0006737522198818624,4.98988083563745e-06,0.16908472776412964,0.16536125540733337,4.694464678323129e-06,4.752017957798671e-06,4.7064754653547425e-06,4.851096946367761e-06,4.894695848634001e-06,4.630088369594887e-06,4.835197159991367e-06,4.984804490959505e-06,4.958158569934312e-06,4.890286618319806e-06,0.14760950207710266,0.16212666034698486,4.712264853878878e-06,4.737375547847478e-06,4.920352694171015e-06,0.16752706468105316,4.910878487862647e-06,4.972455826646183e-06,4.8270321713062e-06,4.1898733798007015e-06,4.879242624156177e-06,0.1470145583152771,4.084117790625896e-06,4.820913090952672e-06,4.82912491861498e-06,4.979689038009383e-06,4.87965962747694e-06,4.640309271053411e-06,4.685955445893342e-06,4.870111297350377e-06,4.576701030600816e-06,4.922003881802084e-06,4.846082902076887e-06,4.352510586613789e-06,4.768087364936946e-06,0.1466560661792755,4.459382580535021e-06,4.977329354005633e-06,4.850265668210341e-06,4.933233867632225e-06,0.1681968867778778,0.16718420386314392,4.759730472869705e-06,4.80685093862121e-06,4.903979515802348e-06,0.16558414697647095,0.16536563634872437,4.945109594700625e-06,4.914473265671404e-06,4.656279088521842e-06,0.16537250578403473,4.8353026613767724e-06,4.42268810729729e-06,4.913370958092855e-06,4.508351594267879e-06,3.971714704675833e-06,4.57572332379641e-06,0.1704636812210083,4.0938657548394985e-06,4.8477231757715344e-06,4.597733095579315e-06,4.855774022871628e-06,4.626671398000326e-06,4.151219400228001e-06
13g3,0.11111101508140564
13g4,0.1779930591583252
13g4,0.1856602430343628
13g3,4.375549906399101e-06,0.10475839674472809,3.343021262480761e-06,4.5597926146001555e-06,4.952168637828436e-06,0.11111101508140564,4.769524366565747e-06,4.728755357064074e-06,0.17266590893268585,4.8343654270865954e-06,4.586493560054805e-06,3.8221328395593446e-06,4.969699148205109e-06,4.6739523895666935e-06,4.2872625272138976e-06,4.890132004220504e-06,4.279252607375383e-06,4.6205732360249385e-06,4.937081939715426e-06,4.4074422476114705e-06,3.6878284390695626e-06,4.9722002586349845e-06,4.3114387153764255e-06,4.702561454905663e-06,3.322660631965846e-06,4.175055892119417e-06,4.547164280666038e-06,4.996360985387582e-06,4.026491296826862e-06,4.852535312238615e-06,4.830895704799332e-06,4.450125743460376e-06,4.165675818512682e-06,4.747195816889871e-06,4.1955408960347995e-06,4.8656602302799e-06,4.867005372943822e-06,2.7232540560362395e-06,4.1077764763031155e-06,4.931885996484198e-06,3.975123036070727e-06,4.224527856422355e-06,4.5695533117395826e-06,4.705735136667499e-06,3.787700052271248e-06,4.279886525182519e-06,0.1539967656135559,4.382398401503451e-06,4.920921128359623e-06,4.246381195116555e-06,4.441636065166676e-06,2.9249422368593514e-06,4.701133093476528e-06,4.9890704758581705e-06,4.887137947662268e-06,4.038118277094327e-06,4.370578153611859e-06,4.5956121539347805e-06,3.6905703382217325e-06,4.798787813342642e-06,4.783683380082948e-06,4.887930117547512e-06,4.304552476241952e-06,4.323204393585911e-06,3.6309079405327793e-06,4.6771965571679175e-06,4.348060429038014e-06,4.84371958009433e-06,4.0302493289345875e-06,4.496726432989817e-06,3.879170890286332e-06,0.10732768476009369,4.094893483852502e-06,4.977675871487008e-06,4.869426902587293e-06,4.81888582726242e-06,4.992997219233075e-06,0.17231068015098572,4.73551472168765e-06,4.111985617782921e-06,4.9426812438468914e-06,4.163315679761581e-06,4.498513590078801e-06,4.269974397175247e-06,4.863537469645962e-06,4.702676505985437e-06,4.923557298752712e-06,3.9746878428559285e-06,4.3285458559694234e-06,4.0650475057191215e-06,4.0377453842666e-06,4.728082785732113e-06,4.736858045362169e-06,0.17236465215682983,4.441220880835317e-06,4.5815495468559675e-06,4.998326403438114e-06,4.904738034383627e-06,0.1559872031211853,4.687690761784324e-06
Training_Board_OLD,0.1489047408103943,3.4919769404950785e-06,0.14349143207073212,4.335372523200931e-06,0.18404337763786316,0.14693020284175873,0.1489778757095337,4.993323273083661e-06,0.14953148365020752,0.1545781046152115
Making_13g3_step1,0.06486883759498596,0.11409439146518707,0.034970059990882874,0.34492188692092896,0.07814361900091171,0.15267810225486755,0.03156428784132004,4.755179361382034e-06,4.702702881331788e-06,0.0338221937417984
Making_13g3_step3,4.709056156571023e-06,0.17856904864311218,4.602266017172951e-06,4.9383352234144695e-06,4.6310951802297495e-06,0.15619118511676788,4.449525476957206e-06,4.7141998038569e-06,0.1704372763633728,4.949644335283665e-06
Making_13g3_step4,0.152135968208313,0.15511557459831238,0.17652347683906555
Making_13g3_step4,0.1938905268907547,0.18147799372673035,0.18711070716381073
Making_13g3_step4,0.15992021560668945
Making_13g3_step4,0.1400841772556305
Making_13g3_step4,0.17088758945465088,4.545414412859827e-06
Making_13g3_step4,4.220097252982669e-06,0.1400841772556305,4.8936799430521205e-06,3.991264748037793e-06,3.771555384446401e-06,0.17088758945465088,3.6127978546574013e-06,4.6617960833827965e-06,4.545414412859827e-06,4.956374141329434e-06
